number,class,text,score,,class,average,max,min,count,,number of > average,%,number of общий average,%
283,2,"My Apple Pay is not allowing me to top up, what do I do?",0.613535414,,,,,,,,,,,
284,2,Can Google Pay be used to top up a prepaid card?,0.496379914,,,,,,,,,,,
285,2,Why does my American Express card fail when I use it for an Apple Pay Top-up?,0.469879355,,,,,,,,,,,
286,2,How can I connect my debit/credit card with Google Pay Top-up feature?,0.542180554,,,,,,,,,,,
287,2,Can you assist me in setting up my Apple Watch for a Top-up transaction?,0.489296119,,,,,,,,,,,
288,2,Does the amount of money in your account affect your ability to use Apply or Google pay for Top-ups?,0.459716613,,,,,,,,,,,
289,2,How do you troubleshoot issues that come up while trying to make a payment via Apply pay or Google pay's Top-Up service?,0.463193269,,,,,,,,,,,
290,2,When are payments through Apply or Google-Pay processed and confirmed as completed transactions?,0.244455818,,,,,,,,,,,
291,2,What happens if there is an issue processing a payment through Apply or Google-Pay's Top-Up service?,0.439193205,,,,,,,,,,,
292,2,How do I set up top up with Apple Pay?,0.5926945,,,,,,,,,,,
293,2,Why is my Google Pay top up not functioning properly?,0.576978503,,,,,,,,,,,
294,2,Is it possible to use my Apple Watch for top ups?,0.445792409,,,,,,,,,,,
295,2,What can I do if my American Express card isn't working with Apple Pay's top up feature?,0.549943986,,,,,,,,,,,
296,2,How do I activate Google Pay for top ups?,0.546547216,,,,,,,,,,,
297,2,Is there a limit on the amount I can Top Up using Apple Pay or Google Pay?,0.548026047,,,,,,,,,,,
298,2,Can you guide me on how to Top Up using an Apple Watch?,0.440899844,,,,,,,,,,,
299,2,Why am I unable to see the option for Top Up in Google Play?,0.400107311,,,,,,,,,,,
300,2,Can you walk me through the steps of topping up using Google Play as my primary app?,0.381004201,,,,,,,,,,,
301,2,What should be done if neither Apple Pay nor Google pay allows me to successfully complete a Top-up transaction?,0.576395432,,,,,,,,,,,
302,2,How do I add money to my account using Apple Pay?,0.442192385,,,,,,,,,,,
303,2,Is it possible to top up with Google Pay in different currencies?,0.46014401,,,,,,,,,,,
304,2,Why does the Google Play top-up feature keep failing?,0.401615748,,,,,,,,,,,
305,2,What are the requirements for using Apple Watch for topping up accounts?,0.387175272,,,,,,,,,,,
306,2,Do I need to download a special app to use Google Pay for top-ups?,0.580462979,,,,,,,,,,,
307,2,Can I pay for public transportation using my Apple Watch through top-ups?,0.492213548,,,,,,,,,,,
308,2,Does American Express work with both Apple Pay and Google Pay for topping up accounts?,0.509313328,,,,,,,,,,,
309,2,How do I troubleshoot if my apple watch is not working while trying to make a payment via Top-Up method?,0.521113452,,,,,,,,,,,
310,2,Which banks allow you to use their debit or credit card with Top-Up method on either Apple or Google's platform?,0.447323099,,,,,,,,,,,
311,2,Can I request refunds of unused funds from the Top-Up balance on either platform?,0.285366821,,,,,,,,,,,
312,2,Can I use my Apple Watch to pay at the grocery store?,0.441197896,,,,,,,,,,,
313,2,Is Google Pay top up available in my country?,0.516280147,,,,,,,,,,,
314,2,How do I troubleshoot if my Apple Pay top up is not working?,0.585274488,,,,,,,,,,,
315,2,Can I set up Google Pay on multiple devices?,0.39417816,,,,,,,,,,,
316,2,I want to know if there are any fees for using Apple Pay to top-up.,0.522174938,,,,,,,,,,,
317,2,What is the maximum amount for top-up using Google Pay?,0.533851601,,,,,,,,,,,
318,2,Does the merchant need a specific device to accept payments through Apple Pay or Google Pay?,0.382759008,,,,,,,,,,,
319,2,How secure and safe is it to use Apple or Google pay for topping up?,0.455697467,,,,,,,,,,,
320,2,Can I set a default payment method for topping up in either of these apps?,0.373700225,,,,,,,,,,,
321,2,What are some alternatives if Top Up does not work on either of these apps?,0.407180428,,,,,,,,,,,
322,2,Can I use Apple Pay to top up my account?,0.599209304,,,,,,,,,,,
323,2,My Google Pay Top Up isn't functioning properly.,0.594505709,,,,,,,,,,,
324,2,What's the process for topping up with Google Pay?,0.480890178,,,,,,,,,,,
325,2,Is American Express compatible with Apple Pay Top Up?,0.515708331,,,,,,,,,,,
326,2,I'm experiencing difficulty using Google Pay to top up.,0.589924108,,,,,,,,,,,
327,2,Are there any issues using my Apple Watch to top up?,0.419184928,,,,,,,,,,,
328,2,Can multiple payment services be used simultaneously for top ups?,0.356406864,,,,,,,,,,,
329,2,How can I troubleshoot my Google Pay Top Up issue?,0.561833212,,,,,,,,,,,
330,2,Does topping up affect my credit score on either platform?,0.312808538,,,,,,,,,,,
331,2,What are the differences between top-up options on each service?,0.256672504,,,,,,,,,,,
332,2,What are the steps to set up Apple Pay?,0.447538511,,,,,,,,,,,
333,2,Is it possible to add funds to my account with Apple Pay?,0.435833952,,,,,,,,,,,
334,2,The top up feature for my American Express card through Google Pay is malfunctioning.,0.582336446,,,,,,,,,,,
335,2,How do I enable Google Pay for topping up my account?,0.516776593,,,,,,,,,,,
336,2,My attempts at using Google Pay for adding funds haven't been successful. What should I do?,0.413411692,,,,,,,,,,,
337,2,I am having trouble locating the top-up option on Google Pay. How can I resolve this issue?,0.538427347,,,,,,,,,,,
338,2,What measures can be taken to make sure that my Google pay top-up functions properly?,0.535470976,,,,,,,,,,,
339,2,"Apple pay is not cooperating with the use of my American Express card for topping up. Can you provide assistance with this issue, please?",0.469871364,,,,,,,,,,,
340,2,"What could be causing problems with adding money through Apple Pay, and how can they be resolved?",0.402174534,,,,,,,,,,,
341,2,Can top-ups be accessed via an Apple Watch device or does a different application need to be installed first?,0.390734559,,,,,,,,,,,
342,2,What are the different top-up options available for Google Pay?,0.534696503,,,,,,,,,,,
343,2,Is there a limit to how much I can top up using Apple Pay?,0.504697968,,,,,,,,,,,
344,2,Can you recommend any troubleshooting tips for Google Pay top up issues?,0.519266783,,,,,,,,,,,
345,2,Are there any fees associated with topping up using Apple Watch?,0.413103018,,,,,,,,,,,
346,2,How secure is the top-up process with Google Pay?,0.474804131,,,,,,,,,,,
347,2,Will my bank support top-ups through Apple Pay?,0.550060029,,,,,,,,,,,
348,2,Can I schedule recurring top-ups with either Apple or Google pay?,0.509680309,,,,,,,,,,,
349,2,How long does it typically take for a successful top-up transaction to reflect in my account?,0.274902815,,,,,,,,,,,
350,2,What happens if my device gets lost or stolen while having payment details saved?,0.167768149,,,,,,,,,,,
351,2,Do I need to enter authentication credentials every time I perform a new transaction on either platform?,0.084626433,,,,,,,,,,,
352,2,Is it possible to reload my account using Apple Pay?,0.408384289,,,,,,,,,,,
353,2,How do I set up my Apple Watch for top-up transactions?,0.465945884,,,,,,,,,,,
354,2,"My Google Pay top-up transaction was declined, what should I do?",0.448658746,,,,,,,,,,,
355,2,Can I use my Apple Watch to pay for public transportation with top-up feature?,0.496777626,,,,,,,,,,,
356,2,What is the maximum amount I can top up using Google Pay?,0.512075938,,,,,,,,,,,
357,2,"It seems like my American Express card is not compatible with top-up on Apple Pay, is this true?",0.518625969,,,,,,,,,,,
358,2,Can I link multiple cards to one Google Pay account for easier top-ups in the future?,0.444604578,,,,,,,,,,,
359,2,Is there a limit on how many times per day/week/month that I can use top-up with either Apple or Google pay?,0.511912225,,,,,,,,,,,
360,2,Will a failed attempt at making a payment using Apple or Google pay affect my credit score?,0.337213407,,,,,,,,,,,
361,2,How secure are transactions made through Top-Up on mobile payment platforms such as Apply andGoogle pay?,0.319675081,,,,,,,,,,,
362,2,Is it possible to use Google Pay for topping up?,0.520136771,,,,,,,,,,,
363,2,"My Google Pay top-up isn't working, what should I do?",0.597408463,,,,,,,,,,,
364,2,Can I top up my account using Apple Pay on my iPhone?,0.573583408,,,,,,,,,,,
365,2,How can I troubleshoot my Google Pay top-up issue?,0.559425029,,,,,,,,,,,
366,2,What are the steps needed to use Apple Watch for topping up?,0.337725998,,,,,,,,,,,
367,2,Why is Google Pay not letting me top-up my account?,0.562191524,,,,,,,,,,,
368,2,Can I link my American Express card with Apple Pay for topping up purposes?,0.466852904,,,,,,,,,,,
369,2,"I am having trouble with my Google Pay top-up function, any advice?",0.568313839,,,,,,,,,,,
370,2,Is it possible to pay using Google Pay for fill-ups at gas stations?,0.390751802,,,,,,,,,,,
371,2,How do I add funds to my account using Apple pay on the web?,0.435327559,,,,,,,,,,,
372,3,Which cash machines are compatible with this card?,0.473211246,,,,,,,,,,,
373,3,What are my options for ATM withdrawals with this card?,0.594468311,,,,,,,,,,,
374,3,Is there a limit to how much I can withdraw from an ATM using this card?,0.508770662,,,,,,,,,,,
375,3,Are there any fees associated with using an ATM to access funds from my account?,0.480881361,,,,,,,,,,,
376,3,Can you recommend a specific bank or network of ATMs that works well with this type of card?,0.582482134,,,,,,,,,,,
377,3,What is the process for withdrawing money at an ATM using this particular card?,0.560920682,,,,,,,,,,,
378,3,"Do I need to enter a PIN number when using my card at an ATM, or is there another way to access funds?",0.507294214,,,,,,,,,,,
379,3,"If I am traveling abroad, will I be able to use ATMs in other countries with this card?",0.508574777,,,,,,,,,,,
380,3,How long does it typically take for funds to become available after making a withdrawal at an ATM?,0.414356412,,,,,,,,,,,
381,3,Can you walk me through the steps involved in accessing funds from my account at an ATM location nearby?,0.509508684,,,,,,,,,,,
382,3,Where can I find an ATM that supports my card?,0.628457958,,,,,,,,,,,
383,3,Are there any ATMs around here?,0.52975074,,,,,,,,,,,
384,3,Can I withdraw cash from any nearby ATM?,0.526337494,,,,,,,,,,,
385,3,Which bank's ATMs accept my card?,0.661600561,,,,,,,,,,,
386,3,Is there a Mastercard enabled ATM in this vicinity?,0.593514746,,,,,,,,,,,
387,3,I need to locate an ATM for cash withdrawal.,0.571644385,,,,,,,,,,,
388,3,What is the closest location to withdraw money using my card?,0.551827851,,,,,,,,,,,
389,3,Which ATMs allow me to use this debit card for cash withdrawals?,0.628775221,,,,,,,,,,,
390,3,Can I get money out from different types of machines using this card?,0.470486012,,,,,,,,,,,
391,3,Where is the nearest ATM machine?,0.564158122,,,,,,,,,,,
392,3,Which ATMs can I access with this debit card?,0.645067763,,,,,,,,,,,
393,3,Are there any surcharges for using this card at an ATM?,0.498903276,,,,,,,,,,,
394,3,What are the nearest ATM locations where I can use my card?,0.628506082,,,,,,,,,,,
395,3,Can you recommend an ATM where I can withdraw cash easily?,0.569353203,,,,,,,,,,,
396,3,Is there a limit to how much money I can withdraw from ATMs using my card?,0.518755625,,,,,,,,,,,
397,3,How many times per day can I use my debit card at an ATM for withdrawals?,0.457119498,,,,,,,,,,,
398,3,Can you confirm if this ATM is compatible with my bank's debit cards?,0.522148556,,,,,,,,,,,
399,3,What happens if an ATM declines to process a transaction with my card?,0.407275745,,,,,,,,,,,
400,3,Which banks' ATMs permit me to use this prepaid credit card?,0.596537851,,,,,,,,,,,
401,3,How do I know which international ATMs accept my credit cards without incurring foreign transaction fees?,0.514094338,,,,,,,,,,,
402,3,How do I locate an ATM that accepts my card?,0.591977516,,,,,,,,,,,
403,3,What are the options for cash withdrawals with my card?,0.470621316,,,,,,,,,,,
404,3,Is there a fee for using specific ATMs to withdraw money?,0.523681554,,,,,,,,,,,
405,3,Are there any restrictions on using certain ATMs with my card?,0.561666993,,,,,,,,,,,
406,3,Can I check if an ATM accepts my card before attempting a withdrawal?,0.476100301,,,,,,,,,,,
407,3,Can I access international ATMs with my card?,0.566306396,,,,,,,,,,,
408,3,What's the daily withdrawal limit at various ATMs that accept this card?,0.522344666,,,,,,,,,,,
409,3,How far will I have to travel to find an ATM that takes this specific kind of card?,0.573045932,,,,,,,,,,,
